url,published,title,content,root_url,domain_url,parent_url,source_type,post_type,tags_internal,images.url,videos.url,extra_author_attributes.id,extra_author_attributes.name,extra_author_attributes.gender,extra_author_attributes.image_url,extra_author_attributes.short_name,extra_author_attributes.url,extra_author_attributes.world_data.continent,extra_author_attributes.world_data.country,extra_author_attributes.world_data.country_code,extra_author_attributes.world_data.region,extra_author_attributes.world_data.city,extra_author_attributes.world_data.longitude,extra_author_attributes.world_data.latitude,engagement,reach,source_extended_attributes.alexa_unique_visitors,source_extended_attributes.semrush_unique_visitors,extra_author_attributes.description,extra_source_attributes.name,word_count
http://twitter.com/Daltonwillis089/status/1949899608500703256,07/28/25 14:27:48,,"@MLS @LeaguesCup @POWERADE As a millionaire living my best life, I'm giving $40k to the first 20 people who message me “GRACE” I understand that many people are struggling with bills, and I want to help reduce that burden",http://twitter.com/Daltonwillis089/,http://twitter.com/,http://twitter.com/MLS/status/1949884966264791231,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,"isComment,isTwitterReply",,,tw:426955570,Dalton Willis,MALE,http://pbs.twimg.com/profile_images/1942437047957872640/uNp8kAT4_normal.jpg,Daltonwillis089,http://twitter.com/Daltonwillis089/,North America,Canada,ca,Ontario,Ottawa,-75.7012939453125,45.41473388671875,0,420,1037070528,0,,Dalton Willis,39
http://twitter.com/Catchn20two/status/1948294294437335513,07/24/25 04:08:52,,@WallStreetApes Wow!! I’m so glad I stopped eating that McDonald’s garbage 30 years ago @McDonalds Your reign over Americas health is over #KillingUsSoftly @US_FDA @FDArecalls @FDA_Drug_Info @FDAMedWatch @USDAFoodSafety @USDA @USDANutrition @usda_nass @National_Ag_Lib @FDAHealthEquity @FDADeviceInfo @FDAWomen @Skittles @Gatorade @GeneralMills @KelloggsUS @TysonFoods @pepsi @LAYS @Tropicana @dasaniwater @MinuteMaid @KraftHeinzCo @CocaCola @redbull @MountainDew @BettyCrocker @Chobani,http://twitter.com/Catchn20two/,http://twitter.com/,http://twitter.com/WallStreetApes/status/1948179076847653109,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,"isVerifiedAuthor,isComment,isTwitterReply,isVerifiedSource",,,tw:1656366330814296064,@CoachK,UNKNOWN,http://pbs.twimg.com/profile_images/1656367461963567104/o6sc3jDQ_normal.jpg,Catchn20two,http://twitter.com/Catchn20two/,North America,United States,us,Colorado,Denver,-104.9798583984375,39.74029541015625,0,3724,1037070528,0,Proud #MAGAmerican 🇺🇸 🙏#GodBlessPresidentTrump Building a new life💯Off-grid Most of you are Crazy and make me laugh 😉2010 Acct suspended #SemperFi #Jarhead,@CoachK,51
https://bsky.app/profile/did:plc:txmv2gnx3owyfszmmclblxzl/post/3lv4bzg74mc2m,07/29/25 10:12:14,,"I left them a fridge full of water, Gatorade and a few beers. They better not give me any lip. :p",https://bsky.app/profile/did:plc:txmv2gnx3owyfszmmclblxzl/,http://bsky.app/,https://bsky.app/profile/did:plc:uooreluhht33onticv75fqxa/post/3lv4bg7ewk52d,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",TEXT,isComment,,,bs:did_plc_txmv2gnx3owyfszmmclblxzl,Momo the Mutt,FEMALE,https://cdn.bsky.app/img/avatar/plain/did:plc:txmv2gnx3owyfszmmclblxzl/bafkreiff2zbgbwb2qobxnrcpwve5cuxunts2p7waedlvau5h4w2oeibvre@jpeg,momomutt.bsky.social,https://bsky.app/profile/did:plc:txmv2gnx3owyfszmmclblxzl,,,,,,0.0,0.0,1,173,0,0,"Plush dog person with a love for Euro cars, coffee, architecture and plushies. Elderly Millennial Ace/Aro",Momo the Mutt,21
https://bsky.app/profile/did:plc:6gbcod3b4lesxmxbf62tba7t/post/3luojbojgys2q#3luokcpjibx2c,07/23/25 23:03:20,,RP @msahara.bsky.social: Good to know. How about Gatorade Zero? www.nytimes.com/2025/07/23/w...,https://bsky.app/profile/did:plc:b5am6msciwi6dooolqjbokmr/,http://bsky.app/,https://bsky.app/profile/did:plc:6gbcod3b4lesxmxbf62tba7t/post/3luojbojgys2q,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",IMAGE,"isComment,isRepost,containsImage,isQuestion,hasImage",https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:6gbcod3b4lesxmxbf62tba7t/bafkreid7nklpwjmmm4oilfuewyxp2fckob4qutyylxdkdecofftbfvr2rm@jpeg,,bs:did_plc_b5am6msciwi6dooolqjbokmr,Cerebral Clown,UNKNOWN,https://cdn.bsky.app/img/avatar/plain/did:plc:b5am6msciwi6dooolqjbokmr/bafkreievfdaazwnknxf4e5qqxe6ouz255kpqhcwge7d7dirholr2bzexgi@jpeg,cerebralclown.bsky.social,https://bsky.app/profile/did:plc:b5am6msciwi6dooolqjbokmr,,,,,,0.0,0.0,0,2438,0,0,"Patient care coordinator. I love fighters who punch up, Gaming, Science, History, Nature, True crime, Justice, Laughter as a defense mechanism",Cerebral Clown,10
http://twitter.com/itsmehellmoe/status/1948461863563673785,07/24/25 15:14:43,,@RockyRaccoon222 Melting Gatorade under a new moon with a buckling up buttercup flower. https://t.co/9tos3PbAzw,http://twitter.com/itsmehellmoe/,http://twitter.com/,http://twitter.com/RockyRaccoon222/status/1948459985610179043,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,"containsImage,hasImage,isComment,isTwitterReply,isVerifiedAuthor,isVerifiedSource",http://pbs.twimg.com/media/GwpTvFibgAE3AFc.jpg,,tw:1527085005083512832,𝖍𝖊𝖑𝖑𝖒𝖔𝖊 - Parody account,FEMALE,http://pbs.twimg.com/profile_images/1875413815514558466/7k4LAy9b_normal.jpg,itsmehellmoe,http://twitter.com/itsmehellmoe/,Asia,India,in,Delhi,New Delhi,77.2064208984375,28.61114501953125,7,3183,1037070528,0,Parody account. Just a fun little monster who likes to bring smiles to peoples’ faces. https://t.co/WYAqrRoVfF,𝖍𝖊𝖑𝖑𝖒𝖔𝖊 - Parody account,14
https://bsky.app/profile/did:plc:6umunhhxudrshuwrzwheieeg/post/3luxnwos6mc2n,07/27/25 14:02:09,,"She needs to stop sipping on Gatorade, too much electrolytes messing with things 😭",https://bsky.app/profile/did:plc:6umunhhxudrshuwrzwheieeg/,http://bsky.app/,https://bsky.app/profile/did:plc:bbzuiagfp5d7ujj4tuqefe2k/post/3luxntmb46c2d,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",TEXT,isComment,,,bs:did_plc_6umunhhxudrshuwrzwheieeg,Steph ✨🦢 | Magician VTuber,FEMALE,https://cdn.bsky.app/img/avatar/plain/did:plc:6umunhhxudrshuwrzwheieeg/bafkreihitdijmul56wkwthcjvizbtdhgxmp6gfckh5r3tcff5nshw3y7re@jpeg,esfimorales.art,https://bsky.app/profile/did:plc:6umunhhxudrshuwrzwheieeg,,,,,,0.0,0.0,0,5444,0,0, Silly lil magic lady! 👉 Contact: esfiart@gmail.com 💖 @mattdoes.art 💖,Steph ✨🦢 | Magician VTuber,13
http://twitter.com/KingstonStene/status/1949211322358612120,07/26/25 16:52:48,,Marketing Fail Masterclass: Gatorade Faceplants in Cringe Women's Sports Campaign https://t.co/GvBJZXQQwQ,http://twitter.com/KingstonStene/,http://twitter.com/,http://twitter.com/KingstonStene/status/1949211322358612120,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",LINK,,,,tw:1316199891345920000,Christene Crawford,MALE,http://pbs.twimg.com/profile_images/1316200360952750080/4ugZICKa_normal.jpg,KingstonStene,http://twitter.com/KingstonStene/,North America,Jamaica,jm,Kingston,"Kingston, Jamaica",-76.7669677734375,17.97637939453125,0,1837,1037070528,0,Here to keep apace with the latest news!,Christene Crawford,11
https://bsky.app/profile/did:plc:5adp5teay5dvbmut4xlsuvbf/post/3luszp7wfy22d,07/25/25 17:49:25,,"lol yes by the time Gatorade was invented a) ""ade"" had come to mean a fruit-flavored drink and b) it was also a pun on ""aid"" (rehydration)",https://bsky.app/profile/did:plc:5adp5teay5dvbmut4xlsuvbf/,http://bsky.app/,https://bsky.app/profile/did:plc:kyjthdn7dqfpm7a5d7o75v7u/post/3luszfhsbuc2f,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",TEXT,isComment,,,bs:did_plc_5adp5teay5dvbmut4xlsuvbf,Is This Hell? 🏳️‍🌈,MALE,https://cdn.bsky.app/img/avatar/plain/did:plc:5adp5teay5dvbmut4xlsuvbf/bafkreiedlhcp34qgq5owa5swafonapi3lyl4unydbrzkykmelddxhiahnu@jpeg,wattle.bsky.social,https://bsky.app/profile/did:plc:5adp5teay5dvbmut4xlsuvbf,,,,,,0.0,0.0,6,1621,0,0,"A loose bolt in a complete machine  Dogs/ Politics/ Sexuality/ Nerdery/  Genderfluid, bi (they/them)  CA Central Coast Bsky 7/23  Trans rights are human rights Abortion is health care Chinga la migra  #uglydogs (photo by Blair Braverman)",Is This Hell? 🏳️‍🌈,28
https://bsky.app/profile/did:plc:m4yga6zvjplry5sz4fjfs2rq/post/3lujyp4tcac25#3lundxztma32k,07/23/25 11:37:20,,RP @poisonjr.bsky.social: zero bad bitches hitting my line this week..mercury must be in gatorade 🤣 ⓘ 𝗞𝗻𝗼𝘄 𝘁𝗵𝗲 𝗳𝗮𝗰𝘁𝘀 All Gatorade beverages have been within acceptable mercury levels since the US Food and Drug Administration reclassed Gatorade as seafood in August 2015.,https://bsky.app/profile/did:plc:iv57a2mcelauthry3faffawv/,http://bsky.app/,https://bsky.app/profile/did:plc:m4yga6zvjplry5sz4fjfs2rq/post/3lujyp4tcac25,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",TEXT,"isComment,isRepost",,,bs:did_plc_iv57a2mcelauthry3faffawv,💫,UNKNOWN,https://cdn.bsky.app/img/avatar/plain/did:plc:iv57a2mcelauthry3faffawv/bafkreigz3rhkxhtkwh5argwdjktvbeim3l4evp2b5zhuyu2xb6ees3n7mm@jpeg,stardustandroid.bsky.social,https://bsky.app/profile/did:plc:iv57a2mcelauthry3faffawv,,,,,,0.0,0.0,0,42,0,0,"☆ he/him, agender, 30s ☆ rts and sometimes my sketches ☆ big mix of interests, rpgs, hsr ffxiv, cute stuff, robots, monsters etc ☆ bjd and san-x",💫,42
http://twitter.com/Marssleeve/status/1948806399628038185,07/25/25 14:03:47,,"@LeVeonBell I think you're experiencing ""boredom"". It's the side effect of money. Nothing is satisfying anymore. Existence itself is constantly questioned. I think God is the answer, but it takes a lot of mental gymnastics to get into that mindset. I haven't found it yet, but I still think it's the answer. Good luck getting there. I'm the meantime be personally charitable. Don't give money to charity. That's dumb. Give your waiter an extra $100. Pay for a construction guy's $30 Gatorade purchase in the morning. Shit like that makes me feel better for a little bit.",http://twitter.com/Marssleeve/,http://twitter.com/,http://twitter.com/LeVeonBell/status/1948779268785537222,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,"isVerifiedAuthor,isComment,isTwitterReply,isVerifiedSource",,,tw:1678684302731509761,We are Legion,MALE,http://pbs.twimg.com/profile_images/1893096000547409920/EpP2t5v3_normal.jpg,Marssleeve,http://twitter.com/Marssleeve/,North America,United States,us,Pennsylvania,"Mars, Pennsylvania",-80.0079345703125,40.69610595703125,0,576,1037070528,0,Trying to be better than yesterday. Quickly being coming a monster. Continuing to improve as husband and dad everyday. Hope to be the best at what I do.,We are Legion,97
http://twitter.com/garygwoulard/status/1949330763125563404,07/27/25 00:47:25,,☆ 8*⁸Ø⁸*8 ☆ ♧ @Seminoles ■ @ESPN {%} @Rihanna Pour It Up! @Usher Yeah! @Nike Just Do It. Do What? *⁸WIN⁸* ♧ ♧ @POWERADE ●³⁶⁵ | ○ @Gatorade ♧ ♤ What Up? @SportsCenter as USUAL @SteveSpurrierUF @On3Keith @RickRoss ♧ Pig Out! STILL_UNCONQUERED ¹⁵11⁷,http://twitter.com/garygwoulard/,http://twitter.com/,http://twitter.com/garygwoulard/status/1949330763125563404,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",TEXT,isQuestion,,,tw:1587293700383772672,Sportautomatic 101 with Cocky Go$ceola,MALE,http://pbs.twimg.com/profile_images/1878525308430622720/FdyK6mUa_normal.jpg,garygwoulard,http://twitter.com/garygwoulard/,North America,United States,us,Florida,"Gainesville, Florida",-82.3370361328125,29.66583251953125,0,11,1037070528,0,✝️ Christian. Daddy. Black Cock_Pits 🐓 Republic. We Can Do All Things Through CHRIST Who Encourages Us. Pro*Cheerio 🎮 Cheeria*Pre ☆☆☆☆¼ ✡️ Be Creative! 📖,Sportautomatic 101 with Cocky Go$ceola,32
http://youtube.com/watch?v=SEtI8F76EU0#UgyFiwPIaHWwcth3Vbd4AaABAg,07/24/25 13:16:49,,How long before Trump says water is good and the democrats start watering crops with Gatorade?,http://www.youtube.com/channel/UC2kkU18MIJpUaCdokZj3_kQ,http://youtube.com/,http://www.youtube.com/watch?v=SEtI8F76EU0,"SOCIALMEDIA,SOCIALMEDIA_YOUTUBE",TEXT,"isComment,isQuestion",,,yt:UCZ1dmxNuOZMQjdqEJWTOB3g,@SDSWrath004,UNKNOWN,https://yt3.ggpht.com/ytc/AIdro_kQo7AhCYhUlY47IQ_Ezb5VixC0ZVPkPu-uzFqZQ8Q=s48-c-k-c0x00ffffff-no-rj,@SDSWrath004,http://www.youtube.com/@SDSWrath004,North America,United States,us,"Washington, D.C.","Washington, D.C.",-77.0086669921875,38.89984130859375,0,0,8827354112,0,,youtube.com,16
https://bsky.app/profile/did:plc:eygejbtwzwt3x7bnrcx7i3wd/post/3lunfairw2c2p#3luo3xc3whe2d,07/23/25 18:46:25,,RP @faindriart.bsky.social: Astrology babes what planet is in Gatorade rn,https://bsky.app/profile/did:plc:4hjcxbcpinh4d7rdkzdpklnp/,http://bsky.app/,https://bsky.app/profile/did:plc:eygejbtwzwt3x7bnrcx7i3wd/post/3lunfairw2c2p,"SOCIALMEDIA,SOCIALMEDIA_BLUESKY",TEXT,"isComment,isRepost",,,bs:did_plc_4hjcxbcpinh4d7rdkzdpklnp,Tiny?! That's an ironic nickname for big'ums!,FEMALE,https://cdn.bsky.app/img/avatar/plain/did:plc:4hjcxbcpinh4d7rdkzdpklnp/bafkreifuiyrovke6atbat7suidhxeg6weqrndsep5qh6qp7ei6s3nfrsti@jpeg,acesurd.bsky.social,https://bsky.app/profile/did:plc:4hjcxbcpinh4d7rdkzdpklnp,,,,,,0.0,0.0,0,285,0,0,"Ace | she/her | 33   I like a lot of different stuff, but you'll probably see a lot of Trigun and danmei stuff because those are my current special interests.  AO3 (I promise I'm working on WIPs): https://archiveofourown.org/users/BunnyBot",Tiny?! That's an ironic nickname for big'ums!,10
http://twitter.com/thatboyravel/status/1948423481520984264,07/24/25 12:42:12,,Jimmy John’s really has the craziest drink selection ever love the sugar free lemonade but still wild choice and A+ for having cherry coke but why the fuck they got blue Powerade who slurping on that shit??!!! https://t.co/nAxWkWdLCz,http://twitter.com/thatboyravel/,http://twitter.com/,http://twitter.com/thatboyravel/status/1948423481520984264,"SOCIALMEDIA,SOCIALMEDIA_TWITTER",IMAGE,"containsImage,hasImage,isQuestion",http://pbs.twimg.com/media/Gwow02-WUAAS9DX.jpg,,tw:2791929221,Ravel,MALE,http://pbs.twimg.com/profile_images/1753624527550943232/0ivHWDJo_normal.jpg,thatboyravel,http://twitter.com/thatboyravel/,North America,United States,us,Michigan,"Grand Rapids, Michigan",-85.6658935546875,42.96478271484375,1,505,1037070528,0,What’s good with it tho!,Ravel,38
